2020-01-07 20:22:44,210 mycat [FATAL] this is an emerg message
2020-01-07 20:22:44,211 mycat [FATAL] this is a fatal message.
2020-01-07 20:22:44,211 mycat [ALERT] this is an alert message.
2020-01-07 20:22:44,212 mycat [CRIT] this is a crit message.
2020-01-07 20:22:44,212 mycat [ERROR] this is an error message.
2020-01-07 20:26:51,083 mycat [FATAL] this is an emerg message
2020-01-07 20:26:51,084 mycat [FATAL] this is a fatal message.
2020-01-07 20:26:51,084 mycat [ALERT] this is an alert message.
2020-01-07 20:26:51,085 mycat [CRIT] this is a crit message.
2020-01-07 20:26:51,085 mycat [ERROR] this is an error message.
2020-01-07 20:27:17,937  [FATAL] this is an emerg message
2020-01-07 20:27:17,937  [FATAL] this is a fatal message.
2020-01-07 20:27:17,938  [ALERT] this is an alert message.
2020-01-07 20:27:17,938  [CRIT] this is a crit message.
2020-01-07 20:27:17,938  [ERROR] this is an error message.
2020-01-07 21:23:26,767 mycat [WARN] 57th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 57th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 58th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 58th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 59th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 59th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 60th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 60th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 61th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 61th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 62th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 62th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 63th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 63th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 64th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 64th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 65th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 65th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 66th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 66th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 67th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 67th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 68th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 68th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 69th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 69th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 70th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 70th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 71th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 71th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 72th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 72th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 73th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 73th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 74th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 74th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 75th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 75th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 76th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 76th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 77th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 77th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 78th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 78th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 79th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 79th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 80th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 80th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 81th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 81th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 82th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 82th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 83th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 83th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 84th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 84th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 85th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 85th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 86th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 86th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 87th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 87th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [WARN] 88th: a new message helo,world hello wangdao
2020-01-07 21:23:26,768 mycat [ERROR] 88th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 89th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 89th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 90th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 90th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 91th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 91th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 92th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 92th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 93th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 93th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 94th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 94th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 95th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 95th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 96th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 96th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 97th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 97th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 98th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 98th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [WARN] 99th: a new message helo,world hello wangdao
2020-01-07 21:23:26,769 mycat [ERROR] 99th: a new message helo,world hello wangdao
